사업장번호,사업장명,납부자번호,팩스번호,수신건수,최초수신일,최근수신일,예시파일명(최대3개),매칭비고
BPS010409053,양수삼익,0101-77634-0999,0317710406,1,2026-06-15,2026-06-15,0317710406_20260615083209.tif,"자동매칭(고신뢰,account_name,1.00): (양평)삼익아파트 / 양수삼익(999동101호)"
BPS010409047,양평그린1차아파트,,0317717066,1,2026-06-19,2026-06-19,0317717066_20260619155157.tif,"자동매칭(고신뢰,account_name,1.00): (양평)그린1차_아파트 / 양평그린1차아파트"
BPS010409071,양평SK뷰아파트,,0317729963,4,2026-06-24,2026-06-25,0317729963_20260624151050.tif; 0317729963_20260624152123.tif; 0317729963_20260625094527.tif,"자동매칭(고신뢰,account_name,1.00): (양평)SK뷰아파트 / 양평SK뷰아파트"
BPD110110495,양평코아루리버펠리스,,0317741054,1,2026-06-22,2026-06-22,0317741054_20260622100526.tif,"자동매칭(고신뢰,account_name,0.90): (양평)코아루리버펠리스999동201호 / 양평코아루리버팰리스"
BPS010208171,교하15단지상록데시앙,0102-82402-9999,03180711051,1,2026-06-22,2026-06-22,03180711051_20260622160523.tif,"자동매칭(고신뢰,site_name,1.00): (파주)교하15단지상록데시앙 / 교하15단지상록데시앙(9999동102호)"
BPS010208172,상록경남아너스빌,0004-76976-9999,03180711705,1,2026-06-23,2026-06-23,03180711705_20260623154724.tif,"자동매칭(고신뢰,account_name,1.00): (파주)교하13단지상록경남아너스아파트(9999-4) / 상록경남아너스빌(9999동4호)"
BPS010207172,삼라마이다스빌II,0101-85316-0103,0318110380,1,2026-06-22,2026-06-22,0318110380_20260622152030.tif,"자동매칭(고신뢰,account_name,0.92): (일산)삼라마이다스2_빌딩(103-101) / 삼라마이다스빌II(303-82-77189) 3038277189"
BPD110106237,가좌양우내안애아파트,,0318110769,1,2026-06-19,2026-06-19,0318110769_20260619093043.tif,"자동매칭(고신뢰,account_name,1.00): (일산)가좌1단지양우아파트 / 가좌양우내안애아파트"
BPS010201053,백송마을우성,0104-75537-0888,0318111073,1,2026-06-17,2026-06-17,0318111073_20260617092622.tif,"자동매칭(고신뢰,account_name,1.00): (일산)백송3단지우성_아파트 / 백송마을우성(888동104호) (정선희)"
BPS010202051,옥빛마을16단지,0103-78594-9999,0318116546,1,2026-06-22,2026-06-22,0318116546_20260622155424.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)옥빛16단지_아파트 / 옥빛마을16단지(9999동103호)"
BPD110106235,일산성저건영7단지,0102-10653-9999,0318117112,1,2026-06-22,2026-06-22,0318117112_20260622115129.tif,"자동매칭(고신뢰,account_name,0.98): (일산)성저건영빌라7단지 / 일산성저건영7단지(9999동102호) f"
BPS010201056,백송마을7단지임광아파트,,0318117942,1,2026-06-02,2026-06-02,0318117942_20260602100135.tif,"자동매칭(고신뢰,account_name,1.00): (일산)백송7임광_아파트 / 백송마을7단지임광아파트"
BPS010202073,행신벽산,0105-78587-9999,0318119398,1,2026-06-18,2026-06-18,0318119398_20260618144213.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)행신벽산_아파트 / 행신벽산(9999동105호)"
BPD110106201,무원마을2단지삼보,0102-10558-8888,0318124339,1,2026-06-19,2026-06-19,0318124339_20260619171810.tif,"자동매칭(고신뢰,site_name,0.92): (덕양)무원마을2단지_삼보8888동102호 / 무원삼보아파트"
BPS010207073,삼성스위트,0001853477777,0318130117,1,2026-06-23,2026-06-23,0318130117_20260623144131.tif,"자동매칭(고신뢰,site_name,1.00): (일산)삼성스위트 / 삼성스위트(7777동1호)"
BPD110106278,양지마을2단지건영빌라,0102-75714-0999,0318134252,1,2026-06-19,2026-06-19,0318134252_20260619092011.tif,"자동매칭(고신뢰,site_name,1.00): (일산)양지마을2단지건영빌라(999-102) / 양지마을2단지건영빌라(999동102호)"
BPD110106225,중산1단지두산,0108755480113,0318134541,1,2026-06-18,2026-06-18,0318134541_20260618132332.tif,"자동매칭(고신뢰,site_name,1.00): (일산)중산1단지두산 / 중산1단지두산(113동108호)"
,,,0318136138,1,2026-06-18,2026-06-18,0318136138_20260618111201.tif,"복구불가(스캔 잘림, 세로 193px) - spec.md §7에 기재된 기존 사례와 동일 파일. 재전송 요청 필요."
BPS010206023,중산마을3단지일신건영아파트,,0318136353,1,2026-06-22,2026-06-22,0318136353_20260622090530.tif,"자동매칭(고신뢰,account_name,1.00): (일산)중산3단지 일신건영_아파트 / 중산마을3단지일신건영아파트"
BPS010201021,굿모닝힐2차,0001781637777,0318139993,1,2026-06-19,2026-06-19,0318139993_20260619095445.tif,"자동매칭(고신뢰,account_name,1.00): (일산)동문굿모닝힐2차_아파트 / 굿모닝힐2차(7777동1호)"
BPS010207046,덕이동문2차,0001-10289-8888,0318141038,2,2026-06-22,2026-06-22,0318141038_20260622094522.tif; 0318141038_20260622094839.tif,"자동매칭(고신뢰,account_name,1.00): (일산)덕이동문2차_아파트 / 덕이동문2차(8888동1호)"
BPD110106791,강선한양,0003-76220-9999,0318141181,1,2026-06-19,2026-06-19,0318141181_20260619100056.tif,"자동매칭(고신뢰,account_name,1.00): (일산)강선10단지한양 / 강선한양(9999동3호)"
BPS010207061,문촌동아,0103854170660,0318141533,1,2026-06-18,2026-06-18,0318141533_20260618163858.tif,"자동매칭(고신뢰,account_name,1.00): (일산)문촌08동아_아파트(관리과장오류) / 문촌동아(660동103호)"
BPS010207065,문촌12단지유승,0103-75702-9999,0318143764,1,2026-06-23,2026-06-23,0318143764_20260623092058.tif,"자동매칭(고신뢰,account_name,1.00): (일산)문촌12유승_아파트 / 문촌12단지유승(9999동103호)"
BPD110189148,백송3단지한신아파트,0104-78527-9999,0318146022,1,2026-06-15,2026-06-15,0318146022_20260615161715.tif,"자동매칭(고신뢰,account_name,1.00): (일산)백송3단지(한신) / 백송3단지한신아파트(9999동104호)"
BPS010201079,영림브레아II오피스텔,0102911960999,0318146667,1,2026-06-12,2026-06-12,0318146667_20260612160505.tif,"자동매칭(고신뢰,account_name,1.00): (일산)영림브레아-II(212-82-72103) 2128272103 / 영림브레아II오피스텔"
BPD110106276,성저건영15단지,0001-76482-9999,0318148788,1,2026-06-22,2026-06-22,0318148788_20260622090517.tif,"자동매칭(고신뢰,account_name,1.00): (일산)성저마을15단지건영빌라 / 성저건영15단지(9999동1호)"
BPS010203045,신원당5단지대명아파트,,0318149964,1,2026-06-02,2026-06-02,0318149964_20260602153755.tif,"자동매칭(고신뢰,site_name,1.00): (덕양)신원당5단지_대명아파트 / 신원당5단지 대명아파트"
BPS010201075,풍동쌍용아파트,,0318150054,1,2026-06-17,2026-06-17,0318150054_20260617133208.tif,"자동매칭(고신뢰,account_name,1.00): (일산)풍동쌍용스위트닷홈apt_아파트 / 풍동쌍용아파트"
BPS010207049,중앙하이츠빌II,,0318150595,1,2026-06-19,2026-06-19,0318150595_20260619090030.tif,"자동매칭(고신뢰,site_name,0.94): (일산)중앙하이츠빌II_관리사무소 / 덕이동중앙하이츠빌Ⅱ_일산 서구 덕이로"
BPS010203044,신원당동신2차아파트,,0318150833,1,2026-06-22,2026-06-22,0318150833_20260622105811.tif,"매칭후보(확인필요,site_name,0.87): (덕양)신원당3단지 동신2차_아파트 / 신원당동신2차(888동106호) fax) 0833 [사업장번호:BPS010203044] | Claude교차확인 추가후보(0.86): BPS010203047 (덕양)신원당7단지_동신1차_아파트(계좌명:신원당동신1차(706동101호)) 추정지역:일산"
BPS010207156,후곡마을15단지건영아파트,,0318151890,1,2026-06-01,2026-06-01,0318151890_20260601133127.tif,"자동매칭(고신뢰,account_name,1.00): (일산)후곡15건영_아파트 / 후곡마을15단지건영아파트(2장)"
BPS010207063,동부썬프라자,0101853020999,0318152314,1,2026-06-19,2026-06-19,0318152314_20260619134157.tif,"자동매칭(Claude비전확인+엑셀대조,고신뢰): 동부썬프라자 / 엑셀사업장명:(일산)문촌10동부_아파트(동부썬프라자) / 계좌명:동부썬프라자(999동101호) [사업장번호:BPS010207063]"
BPS010202076,능곡1차현대홈타운,0101765710888,0318154023,1,2026-06-22,2026-06-22,0318154023_20260622090031.tif,"자동매칭(고신뢰,site_name,1.00): (덕양)능곡1차현대홈타운(888-101) / 능곡1차현대홈타운(888동101호)"
BPS010203035,씨네마플러스,,0318156223,1,2026-06-25,2026-06-25,0318156223_20260625170119.tif,"자동매칭(고신뢰,site_name,0.92): 화정씨네마플러스9999호 / 민들레개발㈜"
BPS010207077,성저2단지세경,0102-76556-8888,0318162133,2,2026-05-27,2026-06-24,0318162133_20260527134822.tif; 0318162133_20260624090808.tif,"자동매칭(고신뢰,account_name,0.91): (일산)성저02세경_아파트 / 성저2단지세경(8888동102호). 성저마을2단지아파트"
BPS010202034,소만3단지늘푸른아파트,,0318163053,1,2026-06-17,2026-06-17,0318163053_20260617134350.tif,"자동매칭(고신뢰,site_name,1.00): (덕양)소만3단지_늘푸른아파트 / (덕양)소만3단지_아파트"
BPS010202033,소만1단지부영아파트,,0318164815,1,2026-06-26,2026-06-26,0318164815_20260626103006.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)소만1단지_아파트 / 소만1단지 부영아파트"
BPS010207038,영림브레아1집합건물,0102-10304-8888,0318168448,1,2026-06-22,2026-06-22,0318168448_20260622101551.tif,"자동매칭(고신뢰,account_name,1.00): (일산)영림브레아_빌딩 / 영림브레아1집합건물(8888동102호)"
BPD110116455,크리스탈빌딩,1008039290001,0318168546,1,2026-06-18,2026-06-18,0318168546_20260618090639.tif,"자동매칭(고신뢰,account_name,1.00): (일산)크리스탈빌딩_128-80-17932종이 / 크리스탈빌딩(1008호)"
BPS010207236,성저마을13단지건영빌라,,0318168787,1,2026-06-23,2026-06-23,0318168787_20260623094728.tif,"매칭후보(확인필요-단지/차 번호 불일치,site_name,0.92): (일산)성저마을15단지건영빌라 / 성저건영15단지(9999동1호) [사업장번호:BPD110106276]"
BPS010201026,백석두산위브,0103-92283-9999,0318169650,1,2026-06-22,2026-06-22,0318169650_20260622152608.tif,"자동매칭(고신뢰,account_name,1.00): (일산)백석 두산위브 무응 / 백석두산위브(9999동103호)"
BPD110106288,한라밀라트III,0101-85328-0999,0318170110,1,2026-06-19,2026-06-19,0318170110_20260619095852.tif,"자동매칭(고신뢰,account_name,1.00): (일산)한라밀라트3 / 한라밀라트III(999동101호)"
BPS010202009,동도센트리움,0101853030999,0318174591,1,2026-06-17,2026-06-17,0318174591_20260617132451.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)동도센트리움_아파트 / 동도센트리움(999동101호)"
BPS010202005,고양대림아파트,0104-79311-0999,0318175535,1,2026-06-22,2026-06-22,0318175535_20260622153447.tif,엑셀 매칭 실패 - 수동 확인 필요 | Claude교차확인 추가후보(0.65): BPS010201051 (일산)백송2단지 대림_아파트(계좌명:백송대림아파트(999동7호)) 추정지역:일산
BPS010207007,강선마을3단지한신아파트,,0318177111,1,2026-06-24,2026-06-24,0318177111_20260624125718.tif,"자동매칭(고신뢰,account_name,0.97): (일산)강선03한신_아파트 / 강선마을3단지한신아파트 월정액(15일청구)"
BPS010203041,신원당2단지태영아파트,,0318177810,1,2026-06-02,2026-06-02,0318177810_20260602151832.tif,"자동매칭(고신뢰,site_name,1.00): (덕양)신원당2단지_태영아파트 / 신원당2단지태영아파트"
BPS010207053,코오롱레이크폴리스3차,0102-40141-0999,0318179757,1,2026-06-22,2026-06-22,0318179757_20260622150009.tif,"자동매칭(고신뢰,account_name,0.92): (일산)레이크폴리스3_빌딩 (135-82-88496) / 코오롱레이크폴리스3차(999동102호)전자발행 1358288496"
BPS010201096,백마역중앙하이츠빌1,0001780987777,0318190250,3,2026-06-12,2026-06-25,0318190250_20260612152426.tif; 0318190250_20260622162905.tif; 0318190250_20260625161712.tif,"자동매칭(고신뢰,account_name,1.00): (일산)백마중앙하이츠_아파트 / 백마역중앙하이츠빌1(7777동1호)"
BPD110106185,세창짜임주상복합아파트,0101-36739-0003,0318190254,1,2026-06-22,2026-06-22,0318190254_20260622094601.tif,"자동매칭(고신뢰,site_name,1.00): (덕양)세창짜임주상복합아파트 / 세창짜임주상복합아파트"
BPS010201068,레이크하임,,0318191479,2,2026-06-19,2026-06-19,0318191479_20260619174700.tif; 0318191479_20260619174847.tif,"자동매칭(고신뢰,account_name,1.00): (일산)성우레이크하임 / 레이크하임(999동101호)"
BPS010202054,장미7차,0001-76344-0999,0318193343,2,2026-05-27,2026-06-22,0318193343_20260527134657.tif; 0318193343_20260622143927.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)장미7차_BB-H / 장미7차(999동1호)"
BPS010207154,후곡13태영,0004-76488-9999,0318195445,1,2026-06-19,2026-06-19,0318195445_20260619171400.tif,"자동매칭(고신뢰,account_name,1.00): (일산)후곡13태영_아파트 / 후곡13태영(9999동4호)"
BPS010202028,샘터마을1단지,0007-05270-0113,0318196468,1,2026-06-23,2026-06-23,0318196468_20260623153633.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)샘터1단지효성_아파트(113-7) / 샘터마을1단지(113동7호)"
BPS010207024,킨텍스자이,0101-10657-0999,0318199241,1,2026-06-19,2026-06-19,0318199241_20260619172159.tif,"자동매칭(고신뢰,site_name,1.00): (일산)킨텍스자이 / 킨텍스자이(999동101호)"
BPD110106605,나래아파트,,0318214787,1,2026-05-28,2026-05-28,0318214787_20260528101503.tif,"자동매칭(Claude비전확인+엑셀대조,고신뢰): 나래아파트 / 엑셀사업장명:(의정부)광사나래아파트 / 계좌명:나래(999동102호) [사업장번호:BPD110106605]"
BPD110106574,양주한승,0004-76568-9999,0318217773,1,2026-06-22,2026-06-22,0318217773_20260622170011.tif,"자동매칭(고신뢰,account_name,0.94): 양주한승9999동4호 / 양주한승아파트"
BPD110106498,장암현대1차아파트,,0318234152,1,2026-06-24,2026-06-24,0318234152_20260624151814.tif,"자동매칭(고신뢰,account_name,1.00): (의정부)장암현대1차 / 장암현대1차아파트"
BPS010407024,민락주공2단지,0106-76192-0212,0318244546,1,2026-06-23,2026-06-23,0318244546_20260623133614.tif,"자동매칭(고신뢰,account_name,1.00): (의정부)민락뜨란채(민락주공2) / 민락주공2단지(212동106호)"
BPD110106525,호원쌍용스윗닷홈,0001-72818-0999,0318263451,1,2026-06-18,2026-06-18,0318263451_20260618140618.tif,"자동매칭(고신뢰,site_name,1.00): (의정부)호원쌍용스윗닷홈(999-1) / 호원쌍용스윗닷홈(999동1호)"
BPD110106635,호원한국개나리아파트,0001-76114-9999,0318273495,1,2026-06-23,2026-06-23,0318273495_20260623150011.tif,"자동매칭(고신뢰,account_name,1.00): (의정부)호원한국개나리 / 호원한국개나리아파트(9999동1호)"
BPD110106468,호원신일엘리시움,0002784907777,0318296675,1,2026-06-18,2026-06-18,0318296675_20260618172741.tif,"자동매칭(고신뢰,site_name,1.00): (의정부)호원신일엘리시움 / 호원신일엘리시움(7777동2호)"
BPD110111998,전곡예일세띠앙,0101-76890-9999,0318350809,1,2026-06-24,2026-06-24,0318350809_20260624091931.tif,"자동매칭(고신뢰,account_name,1.00): (동두천)-전곡_예일쎄띠앙(9999-101) / 전곡예일세띠앙(9999동101호)"
BPD110106625,녹양휴먼시아3단지,0002-76609-9999,0318367054,1,2026-06-25,2026-06-25,0318367054_20260625142855.tif,"자동매칭(고신뢰,site_name,1.00): (의정부)녹양휴먼시아3단지 / 녹양휴먼시아3(9999동2호)"
BPS010411082,양주시희망아파트,,0318373743,1,2026-06-23,2026-06-23,0318373743_20260623093345.tif,"자동매칭(고신뢰,account_name,1.00): (의정부)백석희망 / 양주시희망아파트"
BPD110106430,"신도브래뉴2,3차아파트",,0318373778,1,2026-06-18,2026-06-18,0318373778_20260618112911.tif,"자동매칭(고신뢰,account_name,0.92): (의정부)신도브래뉴2차3차 / 신도브래뉴2.3차아파트"
BPD110106650,금강프라자,,0318389335,3,2026-05-28,2026-06-29,0318389335_20260528115642.tif; 0318389335_20260528120531.tif; 0318389335_20260629110421.tif,"자동매칭(Claude비전확인+엑셀대조,고신뢰): 금강프라자 / 엑셀사업장명:[의정부]금강프라자(131-81-43689) / 계좌명:㈜청송안전씨스템 1318143689 [사업장번호:BPD110106650]"
